Tick,Number of people in lower class,Number of people in medium class,Number of people in higher class,Avg wealth of lower class,Avg wealth of medium class,Avg wealth of higher class,Min wealth,Max wealth,Gini Index,
83,104,99,47,11.56,34.61,55.85,1,70,0.35603915621122306
84,111,96,43,12.58,35.67,57.76,1,71,0.35365629278087074
85,106,97,47,12.10,34.00,57.71,1,70,0.3572149746308907
86,109,95,46,12.45,33.86,57.75,2,71,0.35841940243452586
87,113,90,47,13.04,33.82,57.39,1,71,0.3555043430049897
88,113,89,48,13.17,33.63,56.96,1,71,0.3518798743300686
89,116,89,45,12.61,33.44,57.13,3,71,0.36424706385811434
90,117,90,43,12.55,33.67,57.84,1,71,0.36604399484659045
91,121,85,44,12.39,33.90,57.73,2,71,0.37663651688098987
92,120,82,48,12.68,33.91,57.77,1,71,0.3720616196353699
93,121,79,50,12.80,34.59,58.87,1,73,0.37693970011534017
94,126,84,40,13.07,37.27,60.78,2,77,0.37889167321651507
95,117,81,52,12.42,34.45,58.31,1,72,0.376055344298346
96,119,80,51,12.09,34.79,58.56,1,73,0.3844772254335257
97,116,82,52,12.44,34.85,58.75,1,73,0.3758865325357984
98,116,80,54,11.97,35.02,59.28,1,73,0.38557236278356544
99,122,84,44,12.78,38.20,62.43,1,78,0.38690712321476095
100,124,88,38,13.56,40.28,64.59,1,81,0.3801569444444447
