Tick,Number of people in lower class,Number of people in medium class,Number of people in higher class,Avg wealth of lower class,Avg wealth of medium class,Avg wealth of higher class,Min wealth,Max wealth,Gini Index,
83,115,102,33,9.06,26.84,45.26,0,56,0.37071757269279404
84,125,97,28,9.93,28.21,46.63,0,60,0.370094505078544
85,110,100,40,8.44,25.88,44.52,0,55,0.3776665617722952
86,120,96,34,8.73,27.30,45.28,0,57,0.38776244720337916
87,105,108,37,8.40,25.94,43.92,0,54,0.3650322742684914
88,98,113,39,7.74,24.45,42.40,0,51,0.3613057648953305
89,96,110,44,7.55,23.95,41.96,0,50,0.36376946721311487
90,111,102,37,8.60,25.08,42.77,1,52,0.3671489695780179
91,122,97,31,8.88,25.85,43.04,0,55,0.3745390550967913
92,120,97,33,7.83,24.69,41.45,1,52,0.3908726164315586
93,114,98,38,7.90,24.43,41.25,0,52,0.3817278398574073
94,111,101,38,8.00,24.38,41.48,0,52,0.377241677943166
95,107,103,40,8.07,24.31,41.35,1,52,0.3705342538502391
96,111,103,36,7.92,23.80,40.42,0,51,0.3734986417775299
97,115,98,37,8.28,24.61,41.86,0,51,0.3790993485342018
98,123,92,35,8.74,26.01,43.84,0,55,0.38813140534417256
99,135,86,29,9.20,27.63,45.43,0,59,0.39807995678011854
100,126,86,38,8.22,25.37,43.44,0,55,0.4046025746370857
